microbe,category,estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative,FDR
7309;Bacteria;Proteobacteria;Alphaproteobacteria,Amino.acids.and.derivatives,-0.12471108681166733,-0.35551166522657907,0.7313979551190619,8,-0.6994181117257688,0.5479402372785244,Pearson's product-moment correlation,two.sided,0.8563623364462923
7316;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Amino.acids.and.derivatives,-0.31725931057707624,-0.9462280933112286,0.3717317159353018,8,-0.7892326050655545,0.39033910124848775,Pearson's product-moment correlation,two.sided,0.6047789070793563
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Amino.acids.and.derivatives,-0.21191031578456432,-0.6133015039226334,0.5567076533385996,8,-0.7424727087005362,0.4820305814347724,Pearson's product-moment correlation,two.sided,0.725906606791986
7937;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Amino.acids.and.derivatives,0.5762223572174295,1.994147765196841,0.0812494356873727,8,-0.08381095630057964,0.8848286276829433,Pearson's product-moment correlation,two.sided,0.32576787958065073
8570;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Amino.acids.and.derivatives,-0.12400689565497133,-0.35347279795219005,0.7328680042400895,8,-0.6990525676178936,0.5484405474025106,Pearson's product-moment correlation,two.sided,0.8563623364462923
8702;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Amino.acids.and.derivatives,-0.3272327995241373,-0.9794806559408861,0.3560301954833503,8,-0.7933928901331193,0.3808647277384313,Pearson's product-moment correlation,two.sided,0.5956268660659625
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Amino.acids.and.derivatives,0.23335538590753227,0.6787684704482543,0.5164358859482798,8,-0.46452152358778015,0.7524296845611753,Pearson's product-moment correlation,two.sided,0.703550337378816
8819;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Amino.acids.and.derivatives,0.6809976434575682,2.6303291903244554,0.03016276213735608,8,0.0899317353928395,0.9173066693827374,Pearson's product-moment correlation,two.sided,0.21675267136882043
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Amino.acids.and.derivatives,-0.12169489115100693,-0.34678257308657273,0.7376999575271459,8,-0.6978502940948127,0.5500797901963754,Pearson's product-moment correlation,two.sided,0.8596338348043601
9404;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Amino.acids.and.derivatives,0.6809976434575681,2.630329190324455,0.030162762137356094,8,0.08993173539283927,0.9173066693827373,Pearson's product-moment correlation,two.sided,0.21675267136882043
1036;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,-0.33049346160994963,-0.99043067315579,0.35097046669598864,8,-0.7947436430848327,0.3777346509418855,Pearson's product-moment correlation,two.sided,0.5956268660659625
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,-0.4667043095382583,-1.4925589175105447,0.17389918847522756,8,-0.8473402608216605,0.2307184467102223,Pearson's product-moment correlation,two.sided,0.44990432247719425
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Aminoimidazoles,0.5799650805150178,2.013633354706051,0.07883294886614836,8,-0.07822651229358248,0.8860428502166919,Pearson's product-moment correlation,two.sided,0.3206378593305842
1852;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Aminoimidazoles,-0.41715336521262714,-1.2982405561335795,0.23037865118533993,8,-0.8290334299915965,0.28815778875771786,Pearson's product-moment correlation,two.sided,0.5045433096503164
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Aminoimidazoles,0.682658131070971,2.6423274052346915,0.029606196908684324,8,0.09300884884332275,0.9177972597747481,Pearson's product-moment correlation,two.sided,0.21675267136882043
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Aminoimidazoles,0.1005839336062549,0.2859444716439682,0.7821852099238602,8,-0.5648120795741937,0.6867200538395364,Pearson's product-moment correlation,two.sided,0.8721619182461298
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Aminoimidazoles,-0.5565191627720827,-1.8945691068012869,0.09475706859502186,8,-0.8783665968066158,0.11254162023304355,Pearson's product-moment correlation,two.sided,0.3462589032458571
2682;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Aminoimidazoles,-0.2120768676572536,-0.6138062226349273,0.5563902673152552,8,-0.742550952955645,0.4818967009619229,Pearson's product-moment correlation,two.sided,0.725906606791986
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Aminoimidazoles,-0.5014115417197893,-1.6391486280350993,0.13981431407846814,8,-0.8596459785296771,0.18736681797236612,Pearson's product-moment correlation,two.sided,0.4179608116974701
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Aminoimidazoles,-0.4442005015323039,-1.402333203350123,0.19840724574469917,8,-0.8391367644495026,0.25742153601416884,Pearson's product-moment correlation,two.sided,0.4862670822186774
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Aminoimidazoles,-0.5629113055032349,-1.9263403051631307,0.0902287521076433,8,-0.880475991861801,0.10334177597257406,Pearson's product-moment correlation,two.sided,0.3462589032458571
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Aminoimidazoles,0.07674808978490012,0.21771853634046476,0.8330989599561138,8,-0.5809512969433879,0.6738139380994366,Pearson's product-moment correlation,two.sided,0.8978365861437864
3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,0.5814694691913616,2.0215194850859115,0.07787489041081751,8,-0.07597014468437918,0.8865297270140216,Pearson's product-moment correlation,two.sided,0.3198162975123865
3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Aminoimidazoles,-0.12276647275107885,-0.34988267883004187,0.7354593757785026,8,-0.6984079349561887,0.5493206672837403,Pearson's product-moment correlation,two.sided,0.8582050095291216
3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Aminoimidazoles,-0.8269412029855326,-4.159685530743198,0.0031665820224942823,8,-0.957849709179973,-0.4116420921759147,Pearson's product-moment correlation,two.sided,0.0546720079802074
376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Aminoimidazoles,0.2927576771153481,0.8659854642964968,0.4117150705093058,8,-0.41299516921661233,0.7788248099903347,Pearson's product-moment correlation,two.sided,0.6344461742274548
3835;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,-0.6381210704954173,-2.3441933621572852,0.04710631664942855,8,-0.9043853904026748,-0.014200025061379499,Pearson's product-moment correlation,two.sided,0.27295851976312707
3841;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Aminoimidazoles,-0.30058189463821133,-0.8913956777423533,0.39873280459759564,8,-0.7821777238037662,0.40585400831192486,Pearson's product-moment correlation,two.sided,0.6223181611395859
4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Aminoimidazoles,0.2988205628577971,0.8856585291223755,0.4016379621539171,8,-0.40746913408380425,0.7814253648931538,Pearson's product-moment correlation,two.sided,0.6223181611395859
4061;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Aminoimidazoles,-0.41715336521262714,-1.2982405561335795,0.23037865118533993,8,-0.8290334299915965,0.28815778875771786,Pearson's product-moment correlation,two.sided,0.5045433096503164
45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Aminoimidazoles,-0.6794940830550346,-2.6195301894734966,0.030672840707890434,8,-0.9168618232673484,-0.08715513103877721,Pearson's product-moment correlation,two.sided,0.21675267136882043
4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Aminoimidazoles,0.0791235694192284,0.2244990959952656,0.82799671935312,8,-0.5793657355725057,0.6751167160223523,Pearson's product-moment correlation,two.sided,0.8978365861437864
4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Aminoimidazoles,0.6746076557291545,2.584854234882359,0.03237105304447132,8,0.0781945446947108,0.9154120335083948,Pearson's product-moment correlation,two.sided,0.22609581746812193
484;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Aminoimidazoles,-0.2120768676572536,-0.6138062226349273,0.5563902673152552,8,-0.742550952955645,0.4818967009619229,Pearson's product-moment correlation,two.sided,0.725906606791986
493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Aminoimidazoles,0.5535645354363535,1.8800493934429234,0.09689816186707438,8,-0.11675563155509805,0.877387320397139,Pearson's product-moment correlation,two.sided,0.3462589032458571
4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Aminoimidazoles,-0.618568878770909,-2.2266881839562065,0.0565886050517515,8,-0.8983264578026555,0.018111102704782986,Pearson's product-moment correlation,two.sided,0.29144601272669174
592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Aminoimidazoles,0.6119859760425578,2.1886792613162416,0.06004450176150282,8,-0.02869850184787665,0.8962622832712633,Pearson's product-moment correlation,two.sided,0.2984314460259826
5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Aminoimidazoles,-0.5451232516249045,-1.8391250819433766,0.10318372068212088,8,-0.8745746114064888,0.12866341119596758,Pearson's product-moment correlation,two.sided,0.3514135416277889
6007;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;Thalassobium sp. R2A62,Aminoimidazoles,0.11396228783835247,0.32444777862292484,0.753920006309003,8,-0.5555249579939442,0.693805508081669,Pearson's product-moment correlation,two.sided,0.8706227477164193
6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Aminoimidazoles,0.6731993773462978,2.574977356224859,0.03287208693685461,8,0.07562985038717432,0.914993038092175,Pearson's product-moment correlation,two.sided,0.22609581746812193
6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,0.2903298638538416,0.8581398391136406,0.4157835240304478,8,-0.41519353083919247,0.777778740811977,Pearson's product-moment correlation,two.sided,0.6381763742669444
641;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Aminoimidazoles,-0.2120768676572536,-0.6138062226349273,0.5563902673152552,8,-0.742550952955645,0.4818967009619229,Pearson's product-moment correlation,two.sided,0.725906606791986
6637;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida,Aminoimidazoles,-0.41715336521262714,-1.2982405561335795,0.23037865118533993,8,-0.8290334299915965,0.28815778875771786,Pearson's product-moment correlation,two.sided,0.5045433096503164
6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Aminoimidazoles,0.2606883516421897,0.7637460462393616,0.4669432950293769,8,-0.44138526810270645,0.7647856149516901,Pearson's product-moment correlation,two.sided,0.6730769158127587
6896;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Aminoimidazoles,-0.21207686765725361,-0.6138062226349275,0.5563902673152552,8,-0.7425509529556451,0.4818967009619228,Pearson's product-moment correlation,two.sided,0.725906606791986
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Aminoimidazoles,0.26499392420204276,0.7773045782410725,0.4593451620595067,8,-0.437653635360183,0.7666987309331907,Pearson's product-moment correlation,two.sided,0.6700992321406926
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Aminoimidazoles,0.09188319182624519,0.2609889495595152,0.800693839613708,8,-0.5707629277745967,0.6820514038344081,Pearson's product-moment correlation,two.sided,0.8787295841285584
7309;Bacteria;Proteobacteria;Alphaproteobacteria,Aminoimidazoles,-0.30058189463821133,-0.8913956777423533,0.39873280459759564,8,-0.7821777238037662,0.40585400831192486,Pearson's product-moment correlation,two.sided,0.6223181611395859
7316;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Aminoimidazoles,-0.4171533652126271,-1.2982405561335792,0.23037865118533993,8,-0.8290334299915965,0.28815778875771786,Pearson's product-moment correlation,two.sided,0.5045433096503164
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Aminoimidazoles,0.052716935472195324,0.14931363148371776,0.8850016478556396,8,-0.5967155282613428,0.6604225122737598,Pearson's product-moment correlation,two.sided,0.935889242607339
7937;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,0.41681033624041675,1.2969484259598694,0.23080172675493196,8,-0.2885384908514189,0.828903542660766,Pearson's product-moment correlation,two.sided,0.5045433096503164
8570;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Aminoimidazoles,-0.21207686765725356,-0.6138062226349272,0.5563902673152553,8,-0.742550952955645,0.48189670096192294,Pearson's product-moment correlation,two.sided,0.725906606791986
8702;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,-0.33049346160994963,-0.99043067315579,0.35097046669598864,8,-0.7947436430848327,0.3777346509418855,Pearson's product-moment correlation,two.sided,0.5956268660659625
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,-0.262090768096136,-0.7681569251686867,0.4644623398365151,8,-0.7654097351750362,0.4401724568989176,Pearson's product-moment correlation,two.sided,0.6730769158127587
8819;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,0.5064201725914905,1.6611323197850043,0.13526438048278175,8,-0.1808810325992305,0.8613881563859422,Pearson's product-moment correlation,two.sided,0.40929078677879654
9037;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas,Aminoimidazoles,-0.5915807056356813,-2.075350893868872,0.07163094316586203,8,-0.8897846661847825,0.06062799230805574,Pearson's product-moment correlation,two.sided,0.3130433974400582
9404;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Aminoimidazoles,0.5064201725914905,1.6611323197850043,0.13526438048278175,8,-0.1808810325992305,0.8613881563859422,Pearson's product-moment correlation,two.sided,0.40929078677879654
1036;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Anisoles,-0.38547244908048056,-1.1815951793544426,0.27129724485625334,8,-0.816847038980475,0.32240196669870175,Pearson's product-moment correlation,two.sided,0.5421751927159024
1503;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Anisoles,-0.47715665377278116,-1.5357018501543622,0.16316178700345485,8,-0.851089741024873,0.21794778097270398,Pearson's product-moment correlation,two.sided,0.43255299086976334
1626;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Anisoles,0.6480249216381514,2.4065719871057585,0.04273619004919751,8,0.031079462632350466,0.9074140206760826,Pearson's product-moment correlation,two.sided,0.2581294635415783
1852;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Anisoles,-0.3369427918450488,-1.012206801340652,0.34107066949060383,8,-0.7974018499133722,0.371495566036392,Pearson's product-moment correlation,two.sided,0.5956268660659625
2321;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter,Anisoles,0.7497243264999871,3.204442343888405,0.012528444743876392,8,0.22747826731973028,0.9370294695823326,Pearson's product-moment correlation,two.sided,0.13588543914512088
2568;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae,Anisoles,-0.04742634487175741,-0.13429307518426853,0.8964879054253796,8,-0.6574214656677674,0.6001200652060978,Pearson's product-moment correlation,two.sided,0.9456717805359989
2666;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Anisoles,-0.5427859888644964,-1.827936116007448,0.10496849763715492,8,-0.8737918761022702,0.13192650125287192,Pearson's product-moment correlation,two.sided,0.3523942420675915
2682;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Anisoles,0.18564333335255212,0.5343674444304107,0.6076136110094872,8,-0.5027470172769107,0.7299488832007683,Pearson's product-moment correlation,two.sided,0.7596027411469468
2713;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudophaeobacter,Anisoles,-0.5024213784426718,-1.6435630556680383,0.13888952397533016,8,-0.8599979070799588,0.18606397413325498,Pearson's product-moment correlation,two.sided,0.4166685719259905
2747;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;Oleiphilus,Anisoles,-0.4229946937589405,-1.3203478697327264,0.22324175003216867,8,-0.8312384379150981,0.281640530291386,Pearson's product-moment correlation,two.sided,0.5036333880725725
3023;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Anisoles,-0.5395630505282574,-1.8126058243794574,0.10746136487290799,8,-0.8727097129052378,0.13640223992676861,Pearson's product-moment correlation,two.sided,0.3579224987499219
3263;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Anisoles,-0.02852956584458763,-0.08072665775147118,0.937642346384708,8,-0.6465420539503902,0.6120917166228074,Pearson's product-moment correlation,two.sided,0.9651215134798041
3349;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Anisoles,0.6576255686142503,2.469049536705559,0.03876785660422139,8,0.047785079636950265,0.9103244328896648,Pearson's product-moment correlation,two.sided,0.24931943927038133
3399;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Anisoles,-0.10957907365372933,-0.3118141435684835,0.7631533651280046,8,-0.6914963659175812,0.558586252183072,Pearson's product-moment correlation,two.sided,0.8712526534483768
3485;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;OM43 clade,Anisoles,-0.8076292944576559,-3.873761713712232,0.0047161895676558485,8,-0.9527684252372882,-0.36216617750223656,Pearson's product-moment correlation,two.sided,0.0702603700886958
376;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Anisoles,0.25617401787930094,0.7495826021364682,0.4749689932446419,8,-0.4452719279410975,0.7627701470996998,Pearson's product-moment correlation,two.sided,0.6753340643444825
3835;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Anisoles,-0.6128895342007645,-2.1938525266855318,0.059562134709171176,8,-0.8965463394291693,0.027253755067122236,Pearson's product-moment correlation,two.sided,0.2984314460259826
3841;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Anisoles,-0.28555016975509956,-0.8427466454084694,0.4238481287956072,8,-0.775711397853988,0.4194975523432185,Pearson's product-moment correlation,two.sided,0.6398575521517814
4056;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Anisoles,0.25718036292485813,0.7527353569518492,0.4731746791587508,8,-0.4444077887623913,0.76322029361752175,Pearson's product-moment correlation,two.sided,0.6750175812853033
4061;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Anisoles,-0.3369427918450488,-1.012206801340652,0.34107066949060383,8,-0.7974018499133722,0.371495566036392,Pearson's product-moment correlation,two.sided,0.5956268660659625
45;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter,Anisoles,-0.6551039589411645,-2.452440469304432,0.039785016904848085,8,-0.9095624253778639,-0.04336406333084039,Pearson's product-moment correlation,two.sided,0.24931943927038133
4531;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Anisoles,-0.030404278386706892,-0.08603606162608707,0.9335520895263485,8,-0.6476327295662113,0.610917009951912,Pearson's product-moment correlation,two.sided,0.9631525216332815
4616;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Litorimonas;uncultured marine bacterium,Anisoles,0.7410741362856114,3.1218375577056983,0.014189217970735196,8,0.2089384836162641,0.9346111105131171,Pearson's product-moment correlation,two.sided,0.13862453142721967
484;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Anisoles,0.18564333335255215,0.5343674444304108,0.6076136110094871,8,-0.5027470172769106,0.7299488832007683,Pearson's product-moment correlation,two.sided,0.7596027411469468
493;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Anisoles,0.5342927800193638,1.7877784290227354,0.11161750227732384,8,-0.14366215791838002,0.8709330378382358,Pearson's product-moment correlation,two.sided,0.3674257078856652
4940;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;Pseudohongiella,Anisoles,-0.6023823460923542,-2.1345253850680153,0.0653310058264058,8,-0.8932286603400819,0.04389059245798642,Pearson's product-moment correlation,two.sided,0.30946823935988077
592;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas,Anisoles,0.6282462092629573,2.283952826389299,0.05175103999075343,8,-0.002283257053838743,0.9013386786499717,Pearson's product-moment correlation,two.sided,0.2827959620986775
5936;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Nitrincolaceae;Neptuniibacter,Anisoles,-0.552402139171779,-1.8743652664050092,0.09774885700785307,8,-0.8770013168933927,0.11840689976314234,Pearson's product-moment correlation,two.sided,0.3462589032458571
6007;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;Thalassobium sp. R2A62,Anisoles,0.4652783747450292,1.4867362037580862,0.17539572344611434,8,-0.2324422243284254,0.8468257886383904,Pearson's product-moment correlation,two.sided,0.45239262815674613
6323;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas,Anisoles,0.8047811816142754,3.83486155021912,0.004983397176892809,8,0.3550758734673469,0.9520120999315316,Pearson's product-moment correlation,two.sided,0.07134850210254774
6355;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Anisoles,0.2555440562533788,0.7476103385370771,0.47609372885286605,8,-0.44581220598392834,0.762488109941657,Pearson's product-moment correlation,two.sided,0.6757974741770548
641;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae,Anisoles,0.18564333335255212,0.5343674444304107,0.6076136110094872,8,-0.5027470172769107,0.7299488832007683,Pearson's product-moment correlation,two.sided,0.7596027411469468
6637;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Nereida,Anisoles,-0.3369427918450488,-1.012206801340652,0.34107066949060383,8,-0.7974018499133722,0.371495566036392,Pearson's product-moment correlation,two.sided,0.5956268660659625
6889;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Anisoles,0.2385834804910413,0.6948828195411899,0.5068054823359265,8,-0.4601686311100483,0.7548216539556107,Pearson's product-moment correlation,two.sided,0.6949067067361325
6896;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Anisoles,0.18564333335255215,0.5343674444304108,0.6076136110094871,8,-0.5027470172769106,0.7299488832007683,Pearson's product-moment correlation,two.sided,0.7596027411469468
7037;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter 4,Anisoles,0.331739187280403,0.994624569098096,0.34904706409515157,8,-0.3765345261662843,0.7952584827697136,Pearson's product-moment correlation,two.sided,0.5956268660659625
7259;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Umboniibacter;uncultured bacterium,Anisoles,-0.04050618126887427,-0.11466288704471465,0.9115379678530786,8,-0.6534666275446371,0.6045381122652658,Pearson's product-moment correlation,two.sided,0.9487406301776492
7309;Bacteria;Proteobacteria;Alphaproteobacteria,Anisoles,-0.28555016975509956,-0.8427466454084694,0.4238481287956072,8,-0.775711397853988,0.4194975523432185,Pearson's product-moment correlation,two.sided,0.6398575521517814
7316;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,Anisoles,-0.3369427918450488,-1.012206801340652,0.34107066949060383,8,-0.7974018499133722,0.371495566036392,Pearson's product-moment correlation,two.sided,0.5956268660659625
7920;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella,Anisoles,-0.009666682889309932,-0.027342785640284594,0.9788561070394469,8,-0.6354255307350801,0.6237560449088984,Pearson's product-moment correlation,two.sided,0.9835062548163565
7937;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Anisoles,0.46014149602650556,1.4658817854982213,0.18085014580712397,8,-0.23861594487478557,0.8449664831366486,Pearson's product-moment correlation,two.sided,0.4526604241207896
8570;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;uncultured Thalassobacter sp.,Anisoles,0.18564333335255212,0.5343674444304107,0.6076136110094872,8,-0.5027470172769107,0.7299488832007683,Pearson's product-moment correlation,two.sided,0.7596027411469468
8702;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Anisoles,-0.38547244908048056,-1.1815951793544426,0.27129724485625334,8,-0.816847038980475,0.32240196669870175,Pearson's product-moment correlation,two.sided,0.5421751927159024
8714;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Anisoles,-0.22310715958501343,-0.6473597403531949,0.5355295539561038,8,-0.7477008320006312,0.4729574263948123,Pearson's product-moment correlation,two.sided,0.7123553500736852
8819;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,Anisoles,0.5533076807518285,1.8787920121313981,0.09708573324114064,8,-0.11712083152632762,0.8773020612754487,Pearson's product-moment correlation,two.sided,0.3462589032458571
